Date,Region,Crop,Price per kg,Rainfall (mm),Temperature (°C),Fertilizer Cost (PHP/kg),Fuel Price (PHP/liter),Pest Outbreak,Market Demand (1-10)
2024-09-04,Central Luzon,Garlic,30.74,146.9,32.1,54.1,58.81,Yes,8
2025-04-04,Bicol Region,Tobacco,54.46,137.9,32.9,38.72,51.28,Yes,8
2023-06-09,Cagayan Valley,Mango,44.39,195.9,27.7,54.89,53.12,Yes,8
2024-04-23,Northern Mindanao,Tobacco,90.53,255.7,26.7,38.66,53.68,No,8
2023-08-18,Northern Mindanao,Garlic,71.16,202.7,28.6,34.59,50.64,Yes,9
2025-01-18,Davao Region,Banana,58.49,65.8,27.1,48.03,59.97,Yes,7
2024-10-30,Ilocos Region,Rice,92.15,132.6,26.4,45.17,59.92,No,4
2023-09-06,Cagayan Valley,Corn,35.88,200.4,32.9,39.72,58.0,Yes,5
2023-12-17,Central Luzon,Coconut,61.61,58.5,28.3,46.0,49.01,No,8
2023-07-20,Western Visayas,Tobacco,69.84,188.3,34.3,42.16,69.12,No,7
2023-08-24,Eastern Visayas,Tomato,71.8,260.5,31.6,40.7,66.26,Yes,9
2025-04-20,Cagayan Valley,Tobacco,93.3,195.4,28.6,57.8,42.37,No,3
2023-07-29,Northern Mindanao,Mango,54.59,118.5,28.1,49.72,56.61,No,7
2023-10-13,Ilocos Region,Sugarcane,83.74,146.9,26.8,47.16,52.16,Yes,6
2024-09-04,Central Luzon,Sugarcane,98.96,85.3,32.7,51.2,68.27,No,9
2024-11-12,Central Visayas,Tobacco,79.66,178.9,29.0,41.65,68.59,No,6
2024-10-21,CALABARZON,Sugarcane,43.82,287.8,32.6,33.42,65.62,No,3
2024-06-15,Northern Mindanao,Banana,95.29,155.1,28.6,41.44,69.74,No,2
2025-01-20,Central Visayas,Garlic,60.95,205.9,34.9,39.05,73.5,Yes,8
2025-02-07,Northern Mindanao,Onion,92.91,120.9,27.2,33.0,53.28,Yes,1
2024-07-22,Zamboanga Peninsula,Garlic,30.54,216.8,27.9,30.89,55.17,Yes,4
2024-07-04,Western Visayas,Sugarcane,64.89,216.7,35.7,56.17,63.69,Yes,3
2024-02-24,Central Visayas,Banana,71.91,120.9,26.5,51.1,59.74,No,8
2023-10-16,Zamboanga Peninsula,Rice,58.86,79.0,33.1,50.49,69.31,No,4
2024-01-28,Northern Mindanao,Banana,43.03,95.8,29.7,48.23,73.03,Yes,7
2024-10-16,Central Visayas,Corn,42.69,81.3,34.9,53.65,58.19,Yes,10
2024-12-01,Western Visayas,Corn,50.95,85.9,33.2,38.65,65.06,No,1
2023-09-23,Zamboanga Peninsula,Tomato,56.19,192.4,31.1,41.28,68.79,No,8
2024-01-10,SOCCSKSARGEN,Coffee,33.49,132.7,33.7,30.24,43.66,Yes,9
2024-08-28,CALABARZON,Rice,38.57,194.5,26.4,54.78,54.6,No,4
2024-06-25,Northern Mindanao,Garlic,68.13,128.5,27.7,47.39,73.61,Yes,3
2023-12-30,Central Visayas,Tobacco,53.73,270.6,32.1,58.61,53.62,No,5
2024-11-15,Eastern Visayas,Coffee,77.96,193.2,34.2,43.48,48.7,No,3
2023-11-26,SOCCSKSARGEN,Sugarcane,39.65,72.4,30.8,50.91,53.38,Yes,7
2025-02-11,Northern Mindanao,Coffee,84.25,202.8,27.2,51.13,67.85,Yes,5
2024-12-16,Cagayan Valley,Rice,64.49,61.1,28.2,42.97,71.76,No,10
2023-07-05,Bicol Region,Banana,76.84,155.3,28.6,33.3,64.92,Yes,4
2025-03-20,Davao Region,Corn,37.16,50.3,34.2,38.05,72.2,Yes,3
2023-09-09,Zamboanga Peninsula,Mango,45.2,251.9,28.4,37.67,53.1,No,9
2024-05-21,Zamboanga Peninsula,Rice,91.71,95.5,26.7,32.6,57.79,No,6
2025-03-31,Cagayan Valley,Garlic,33.54,172.4,29.2,45.93,44.44,No,2
2024-07-20,Ilocos Region,Tobacco,41.11,83.5,31.1,56.71,48.87,No,7
2024-09-06,Zamboanga Peninsula,Coconut,93.71,184.0,32.2,47.05,53.97,No,4
2023-08-26,Cagayan Valley,Coconut,74.26,244.3,33.2,46.31,43.43,Yes,3
2025-01-11,CALABARZON,Tobacco,85.08,283.8,30.1,31.27,69.29,No,2
2023-08-26,Central Visayas,Coconut,95.32,113.2,34.8,39.05,44.97,No,7
2025-02-23,Bicol Region,Tobacco,61.4,93.6,32.8,34.04,65.62,No,5
2023-06-28,Davao Region,Onion,53.33,254.3,30.3,49.25,67.25,Yes,9
2023-10-26,Cagayan Valley,Banana,93.46,134.5,28.9,55.32,68.55,Yes,10
2025-01-11,Eastern Visayas,Tomato,81.1,221.3,33.3,38.62,61.5,Yes,10
2024-02-17,CALABARZON,Coconut,52.16,187.9,28.2,50.65,53.52,No,3
2023-12-13,Western Visayas,Tomato,98.89,287.9,30.7,49.16,60.65,Yes,4
2023-10-23,CALABARZON,Pineapple,65.76,278.4,26.9,38.16,54.57,Yes,8
2023-07-07,Western Visayas,Garlic,86.28,257.4,31.9,45.39,66.39,No,7
2024-01-12,Bicol Region,Coffee,37.68,203.9,28.7,58.94,43.71,No,8
2023-06-27,Bicol Region,Coconut,96.19,119.9,32.3,33.17,43.23,Yes,5
2025-03-26,Western Visayas,Garlic,81.4,152.3,28.0,56.35,59.15,No,2
2023-10-08,SOCCSKSARGEN,Pineapple,66.96,202.3,30.1,46.7,60.58,No,9
2024-04-20,Northern Mindanao,Corn,90.28,170.7,30.9,41.89,73.32,No,4
2025-02-25,Eastern Visayas,Tobacco,88.64,135.3,31.4,33.19,53.85,Yes,3
2023-11-03,Eastern Visayas,Garlic,47.64,215.0,32.8,34.97,46.72,Yes,8
2024-02-23,Central Luzon,Garlic,42.73,281.0,31.9,39.7,59.32,Yes,3
2023-08-05,Central Visayas,Mango,99.45,58.8,32.8,50.98,60.26,No,1
2024-05-20,Ilocos Region,Onion,77.29,154.1,35.0,31.56,41.63,No,5
2023-09-09,Davao Region,Banana,69.75,122.4,35.8,33.91,72.67,Yes,10
2025-04-14,Zamboanga Peninsula,Coffee,46.41,218.3,30.0,34.23,61.93,Yes,5
2024-05-24,CALABARZON,Tomato,85.55,225.0,35.3,30.84,49.43,Yes,9
2024-01-11,Central Visayas,Mango,58.38,119.2,32.2,36.49,67.08,Yes,5
2025-03-16,Zamboanga Peninsula,Sugarcane,62.99,102.8,30.9,53.76,60.07,Yes,5
2024-10-05,CALABARZON,Rice,83.11,215.0,26.9,51.27,46.88,Yes,1
2024-11-01,CALABARZON,Garlic,84.95,265.9,28.5,46.08,62.58,No,9
2023-07-30,Bicol Region,Tobacco,96.26,109.3,31.4,46.42,56.22,No,2
2024-06-07,Northern Mindanao,Banana,91.59,163.8,32.6,34.53,61.17,No,10
2023-07-06,Zamboanga Peninsula,Coffee,31.94,78.9,27.9,46.5,74.9,Yes,8
2023-12-06,Cagayan Valley,Tobacco,95.44,258.4,34.7,46.37,57.71,No,9
2024-08-28,CALABARZON,Banana,68.31,51.2,33.5,54.63,60.03,Yes,6
2024-11-29,CALABARZON,Rice,84.79,181.6,31.1,37.55,43.43,No,10
2023-06-04,Cagayan Valley,Pineapple,75.36,298.4,33.2,34.39,50.02,Yes,1
2023-08-19,Eastern Visayas,Tobacco,55.38,213.8,30.3,58.97,71.67,No,9
2024-06-22,Zamboanga Peninsula,Mango,50.05,61.0,34.6,31.17,52.07,No,2
2023-09-21,CALABARZON,Coconut,84.77,277.9,30.3,46.75,53.26,No,1
2023-06-09,SOCCSKSARGEN,Rice,38.21,281.1,35.3,37.04,68.72,No,10
2024-06-17,Eastern Visayas,Mango,68.46,171.0,26.9,54.8,56.14,Yes,9
2024-11-14,CALABARZON,Corn,61.75,238.3,31.4,52.2,54.26,No,3
2024-03-29,SOCCSKSARGEN,Mango,82.66,120.9,32.8,52.41,70.71,Yes,6
2023-10-30,Northern Mindanao,Coffee,93.64,90.5,35.5,52.26,71.46,Yes,1
2023-10-22,Davao Region,Coffee,75.25,143.3,29.0,54.09,68.68,Yes,2
2024-06-26,Northern Mindanao,Pineapple,49.17,210.8,26.9,32.76,66.13,No,5
2024-08-11,Western Visayas,Garlic,73.22,242.3,32.8,39.98,56.66,Yes,8
2024-04-01,CALABARZON,Tobacco,71.89,195.5,29.8,42.36,44.39,No,9
2025-04-13,Northern Mindanao,Rice,93.94,277.6,31.7,51.84,73.76,No,8
2024-09-10,Bicol Region,Garlic,44.61,256.6,34.6,56.33,64.51,Yes,10
2024-07-15,Eastern Visayas,Pineapple,41.16,165.3,27.9,45.49,41.04,Yes,5
2023-05-30,Northern Mindanao,Corn,94.93,71.0,29.0,56.01,47.05,Yes,6
2024-02-28,Western Visayas,Tobacco,99.54,179.0,26.7,38.43,42.61,Yes,1
2024-02-06,Eastern Visayas,Mango,45.09,115.9,26.6,32.4,73.77,Yes,3
2025-05-05,Zamboanga Peninsula,Mango,36.67,177.1,29.7,48.14,47.37,No,5
2024-10-20,Bicol Region,Tomato,98.41,94.7,35.8,59.87,52.53,No,9
2024-04-27,Northern Mindanao,Garlic,60.35,251.0,26.1,32.24,56.01,No,4
2023-07-28,Western Visayas,Tobacco,96.71,162.7,30.8,59.96,56.87,Yes,1
2024-06-05,Zamboanga Peninsula,Coffee,93.91,130.2,26.2,36.33,69.36,Yes,8
2025-03-23,Bicol Region,Sugarcane,59.91,102.9,32.7,53.63,62.44,No,4
2024-09-20,Bicol Region,Rice,91.6,148.0,32.9,32.96,64.8,Yes,9
2024-05-25,Northern Mindanao,Garlic,94.28,211.1,26.8,54.35,40.49,Yes,7
2023-10-16,Cagayan Valley,Corn,37.71,211.8,30.6,48.35,58.64,No,8
2023-06-20,Western Visayas,Garlic,94.29,206.3,32.8,50.41,48.21,No,3
2025-04-15,SOCCSKSARGEN,Rice,30.16,234.7,27.7,51.56,72.24,No,5
2024-04-01,SOCCSKSARGEN,Coconut,82.29,167.0,35.5,58.11,74.92,No,5
2023-07-15,Zamboanga Peninsula,Banana,96.63,132.4,28.2,35.69,41.66,No,10
2023-11-03,Central Visayas,Tomato,65.23,144.1,29.1,33.49,60.11,Yes,2
2024-06-04,CALABARZON,Onion,42.44,277.7,27.0,42.62,62.32,Yes,3
2024-08-14,Eastern Visayas,Pineapple,56.8,88.2,28.5,55.91,54.36,No,2
2024-06-21,SOCCSKSARGEN,Corn,47.42,91.6,31.3,44.54,66.76,Yes,7
2025-01-22,Eastern Visayas,Rice,71.95,125.9,34.0,30.77,72.85,No,2
2024-06-08,Central Visayas,Tobacco,33.89,93.9,30.3,38.36,71.85,No,8
2023-08-30,Central Visayas,Garlic,98.84,201.7,27.3,49.12,57.72,Yes,4
2025-01-25,CALABARZON,Coffee,90.0,139.7,33.1,35.71,63.08,Yes,6
2025-01-11,Zamboanga Peninsula,Banana,68.24,72.5,29.4,54.06,57.42,Yes,7
2023-10-15,Central Visayas,Tobacco,76.84,299.4,31.8,57.09,55.86,No,1
2025-02-17,Zamboanga Peninsula,Garlic,78.45,128.8,35.4,49.57,55.65,Yes,7
2025-04-18,Bicol Region,Coconut,32.15,119.8,26.3,35.21,58.21,No,4
2024-06-20,Central Visayas,Rice,81.66,178.0,30.4,55.09,65.36,No,5
2025-03-20,Western Visayas,Corn,91.22,182.1,28.1,47.02,54.36,Yes,1
2024-08-22,Central Visayas,Coffee,72.58,121.6,32.4,54.08,40.47,No,6
2023-06-29,SOCCSKSARGEN,Corn,45.86,251.7,32.0,34.91,48.29,No,10
2023-11-24,Zamboanga Peninsula,Tomato,40.26,61.8,29.6,54.57,49.2,Yes,3
2024-06-26,Zamboanga Peninsula,Sugarcane,55.7,53.7,36.0,32.92,53.5,Yes,3
2023-09-28,Cagayan Valley,Rice,86.27,67.8,29.0,35.5,62.73,No,9
2023-11-23,SOCCSKSARGEN,Garlic,84.72,275.6,29.2,44.67,42.99,No,9
2023-10-22,Central Luzon,Garlic,67.44,177.2,29.5,45.57,60.38,No,5
2023-08-05,Central Luzon,Mango,61.31,96.9,30.0,56.86,71.93,No,2
2023-12-17,CALABARZON,Mango,63.04,236.6,35.2,57.91,41.36,Yes,1
2024-01-11,Northern Mindanao,Sugarcane,63.37,204.0,33.9,35.44,66.6,Yes,8
2024-09-04,Eastern Visayas,Garlic,43.67,242.1,28.5,53.57,71.92,No,9
2024-12-21,Ilocos Region,Rice,38.23,170.4,29.4,44.05,59.97,Yes,3
2024-10-08,Central Luzon,Garlic,91.17,256.2,30.8,39.66,49.02,Yes,4
2023-10-26,SOCCSKSARGEN,Tobacco,49.6,151.9,34.9,53.91,63.54,Yes,4
2024-06-05,Davao Region,Pineapple,80.44,182.4,35.6,34.22,66.81,Yes,9
2023-11-10,Zamboanga Peninsula,Sugarcane,89.63,197.5,27.3,41.48,44.79,Yes,10
2024-12-17,SOCCSKSARGEN,Garlic,62.55,249.9,29.4,52.84,42.2,Yes,10
2024-11-23,SOCCSKSARGEN,Coffee,98.88,65.1,35.6,31.55,67.97,No,3
2024-11-05,CALABARZON,Pineapple,33.45,73.8,34.9,41.96,55.47,Yes,8
2025-01-31,Northern Mindanao,Coconut,36.55,158.1,30.8,55.49,66.75,No,7
2024-12-12,Central Visayas,Mango,52.59,143.5,33.0,41.89,58.61,Yes,7
2024-06-18,Western Visayas,Coffee,85.02,174.0,35.3,30.86,67.66,Yes,10
2024-12-20,Ilocos Region,Garlic,75.01,64.0,30.5,34.09,58.34,No,1
2023-10-15,Ilocos Region,Coffee,37.99,104.5,29.8,49.36,40.38,No,10
2024-04-03,Ilocos Region,Rice,96.5,163.9,31.5,58.64,67.13,No,10
2023-10-06,Northern Mindanao,Coconut,43.21,250.1,33.9,48.19,58.88,Yes,7
2023-08-04,Northern Mindanao,Tomato,63.53,131.2,30.9,43.56,56.49,Yes,3
2024-05-10,Central Luzon,Rice,68.46,112.3,33.3,31.49,41.33,No,3
2024-01-12,Eastern Visayas,Sugarcane,55.2,204.3,33.7,30.44,40.88,No,9
2023-06-21,Ilocos Region,Garlic,92.72,176.8,27.3,36.64,67.61,Yes,4
2024-03-25,Davao Region,Onion,89.23,169.2,28.4,58.72,44.47,No,10
2025-03-31,Eastern Visayas,Rice,56.5,117.3,27.5,32.01,54.83,No,9
2024-10-14,Cagayan Valley,Corn,66.52,290.2,27.6,41.76,45.08,Yes,8
2024-01-28,Eastern Visayas,Rice,54.88,120.2,31.6,36.74,53.38,No,1
2024-07-22,SOCCSKSARGEN,Sugarcane,77.91,67.3,26.9,39.21,63.57,No,4
2023-05-23,Bicol Region,Garlic,99.12,115.1,27.6,55.75,49.64,Yes,8
2024-08-07,Bicol Region,Onion,53.98,261.2,28.0,59.22,57.15,Yes,2
2023-06-22,Central Visayas,Onion,62.35,231.1,28.1,41.55,40.1,Yes,2
2024-09-21,Eastern Visayas,Mango,85.86,283.1,32.3,43.16,66.28,No,3
2023-12-19,Davao Region,Tomato,75.6,278.8,32.0,33.8,62.4,Yes,5
2023-11-04,Northern Mindanao,Tomato,74.68,292.6,35.2,41.25,54.19,Yes,5
2024-11-23,CALABARZON,Tomato,80.57,67.1,28.4,50.85,62.89,Yes,7
2025-01-17,Eastern Visayas,Coconut,81.26,170.0,31.1,32.68,70.06,No,2
2023-07-03,Central Luzon,Garlic,78.14,279.1,29.2,44.7,56.31,No,6
2024-03-15,Davao Region,Pineapple,81.37,243.3,35.5,42.93,62.39,No,10
2023-12-17,Central Visayas,Coffee,34.48,104.8,31.1,52.19,65.2,Yes,4
2025-01-05,Cagayan Valley,Sugarcane,34.59,205.2,31.7,32.24,56.9,No,3
2024-11-05,CALABARZON,Coffee,72.55,52.4,26.8,42.81,65.15,Yes,3
2023-11-11,Western Visayas,Coffee,33.76,72.2,34.8,30.34,74.89,No,4
2024-07-30,CALABARZON,Tobacco,79.57,147.6,26.1,55.26,50.39,Yes,9
2023-11-06,Northern Mindanao,Pineapple,39.46,234.3,30.5,57.32,65.65,Yes,3
2024-09-09,Central Visayas,Tomato,86.49,283.4,29.7,56.09,74.39,No,9
2023-08-29,Bicol Region,Tobacco,98.54,117.1,30.7,37.76,54.77,No,4
2024-05-15,Western Visayas,Coconut,84.54,126.0,31.0,50.54,43.47,Yes,10
2024-04-03,Cagayan Valley,Garlic,94.2,285.2,31.7,35.83,68.74,No,2
2023-09-11,Eastern Visayas,Banana,98.69,287.5,34.4,40.99,73.1,Yes,10
2024-08-11,Cagayan Valley,Corn,48.82,252.2,26.8,31.89,73.41,Yes,9
2023-06-23,Northern Mindanao,Rice,34.97,225.7,28.1,48.62,71.38,Yes,1
2023-10-13,Central Visayas,Onion,46.73,291.5,27.4,45.59,59.6,Yes,8
2023-12-09,Bicol Region,Tobacco,95.89,271.9,30.7,30.57,51.97,Yes,2
2023-11-23,Davao Region,Garlic,96.93,215.4,29.7,56.15,55.8,Yes,2
2023-09-14,Bicol Region,Rice,53.56,62.2,35.7,39.23,47.16,Yes,3
2023-09-25,Northern Mindanao,Coconut,95.69,192.9,26.0,50.16,73.84,Yes,5
2023-12-27,Ilocos Region,Tomato,77.5,274.5,28.0,43.55,59.74,Yes,7
2024-09-05,Western Visayas,Tomato,83.59,215.9,31.5,34.09,69.7,Yes,9
2024-10-28,Central Visayas,Pineapple,53.68,218.3,32.0,32.02,40.61,Yes,3
2023-11-13,SOCCSKSARGEN,Coconut,74.25,206.7,27.3,33.36,65.2,No,6
2024-10-14,Central Visayas,Sugarcane,40.73,168.3,35.8,49.78,63.3,No,3
2024-12-29,Cagayan Valley,Onion,44.37,279.2,31.5,47.45,50.82,Yes,2
2023-08-05,Ilocos Region,Banana,77.04,110.8,34.2,55.3,42.02,No,5
2024-07-04,Ilocos Region,Mango,93.02,98.7,26.9,45.61,47.52,Yes,5
2024-09-30,Eastern Visayas,Pineapple,51.39,115.2,27.0,31.96,65.64,No,9
2024-09-28,CALABARZON,Pineapple,57.04,275.4,28.0,43.3,50.53,Yes,1
2024-03-14,Eastern Visayas,Sugarcane,60.21,91.0,34.4,47.63,72.87,Yes,2
2024-08-13,Eastern Visayas,Onion,86.7,257.7,30.1,54.24,50.33,Yes,4
2025-02-16,Northern Mindanao,Sugarcane,85.29,268.5,33.4,59.63,45.48,Yes,10
2024-07-08,Davao Region,Sugarcane,72.53,115.1,31.0,41.23,66.66,No,7
2024-06-18,Ilocos Region,Tobacco,81.71,142.9,28.1,52.78,67.03,Yes,7
2025-03-25,Eastern Visayas,Sugarcane,53.56,176.6,34.2,32.28,53.91,Yes,5
2024-10-06,Cagayan Valley,Tobacco,32.54,227.4,34.5,37.02,63.7,No,1
2024-11-16,Eastern Visayas,Rice,41.36,122.2,30.1,36.09,47.45,Yes,5
2024-07-31,Central Visayas,Garlic,82.4,60.5,28.1,33.2,44.2,No,9
2024-12-17,Eastern Visayas,Tomato,58.94,238.9,26.3,52.66,52.15,No,6
2025-01-13,CALABARZON,Coconut,52.81,221.8,27.9,48.09,74.53,No,4
2023-11-23,SOCCSKSARGEN,Tomato,55.0,299.2,35.2,43.04,70.43,Yes,7
2025-02-08,Davao Region,Coffee,90.49,299.2,31.5,55.25,48.77,No,8
2023-05-30,Northern Mindanao,Corn,86.39,219.2,29.4,42.56,67.81,Yes,8
2023-12-30,Cagayan Valley,Garlic,67.64,136.2,32.7,34.22,60.63,Yes,10
2025-04-15,Cagayan Valley,Rice,70.96,257.6,28.9,35.55,49.47,Yes,2
2024-01-13,Central Luzon,Sugarcane,99.87,207.5,29.3,54.33,59.28,Yes,3
2024-01-16,Bicol Region,Mango,50.48,158.8,30.0,38.33,62.62,No,6
2024-03-11,Western Visayas,Banana,67.86,178.2,29.3,51.34,55.81,Yes,7
2024-02-14,Davao Region,Onion,61.66,292.4,28.5,40.14,56.64,Yes,10
2025-04-02,Zamboanga Peninsula,Garlic,86.31,200.9,33.7,33.52,70.4,No,2
2024-08-17,Eastern Visayas,Banana,87.88,143.6,27.2,56.04,73.11,No,6
2025-01-31,Cagayan Valley,Rice,48.79,59.5,32.9,54.25,65.02,No,4
2024-11-16,Western Visayas,Corn,93.34,85.1,31.8,42.61,59.74,Yes,10
2025-03-14,Central Luzon,Garlic,57.68,218.3,35.1,39.26,60.19,Yes,6
2023-10-09,SOCCSKSARGEN,Tomato,63.35,148.0,27.0,34.13,55.67,Yes,3
2025-01-28,Northern Mindanao,Coconut,42.08,157.5,33.4,50.3,57.72,Yes,8
2023-10-12,SOCCSKSARGEN,Coconut,62.43,177.3,29.3,33.63,52.39,No,9
2024-08-07,Davao Region,Coconut,43.75,58.5,35.4,33.44,45.12,Yes,2
2025-02-09,Western Visayas,Coffee,62.95,74.2,29.3,45.04,41.14,No,8
2023-10-15,CALABARZON,Banana,80.42,176.8,31.4,47.96,54.98,Yes,3
2023-09-21,Western Visayas,Coconut,88.33,291.9,30.7,56.34,55.73,No,6
2024-07-19,Cagayan Valley,Mango,33.97,179.9,26.1,32.1,72.54,No,5
2024-01-20,Davao Region,Sugarcane,89.43,283.3,35.1,59.74,44.4,No,8
2025-01-21,SOCCSKSARGEN,Tomato,70.74,160.7,30.7,39.36,66.09,No,2
2024-05-02,SOCCSKSARGEN,Coconut,91.33,142.3,35.3,43.98,44.62,Yes,1
2024-11-21,SOCCSKSARGEN,Corn,49.06,99.8,26.5,53.92,43.21,Yes,8
2024-01-07,Davao Region,Pineapple,71.84,192.0,28.1,44.78,54.01,No,3
2023-11-15,Western Visayas,Rice,99.15,138.6,30.3,35.81,64.46,Yes,2
2023-05-30,Northern Mindanao,Coffee,30.34,212.9,27.7,40.64,44.81,No,9
2025-05-03,Zamboanga Peninsula,Sugarcane,53.23,69.3,34.2,33.88,64.09,Yes,4
2025-03-06,Central Visayas,Garlic,37.44,275.5,31.4,53.05,59.19,Yes,1
2024-02-13,Central Visayas,Coffee,32.83,169.7,30.4,52.59,57.45,Yes,4
2024-07-25,CALABARZON,Sugarcane,83.08,151.4,30.0,57.92,62.7,No,5
2023-12-20,Western Visayas,Pineapple,93.84,214.4,32.6,48.23,72.25,Yes,1
2024-05-03,Northern Mindanao,Coconut,35.07,193.1,35.2,59.68,55.93,No,5
2023-12-31,SOCCSKSARGEN,Coffee,98.03,76.3,30.6,40.23,62.58,No,3
2024-06-30,Northern Mindanao,Tobacco,95.56,231.1,26.5,38.79,51.38,No,4
2023-12-29,Central Visayas,Sugarcane,54.27,134.8,34.9,57.77,72.82,No,7
2025-03-18,Cagayan Valley,Tobacco,92.3,212.0,31.3,39.73,46.65,No,7
2023-09-29,Zamboanga Peninsula,Sugarcane,77.26,96.4,29.0,41.57,61.91,No,9
2025-02-13,Northern Mindanao,Pineapple,64.15,236.6,32.0,37.98,66.53,Yes,7
2023-11-14,Western Visayas,Banana,81.68,90.5,29.4,30.13,48.88,No,1
2025-03-04,CALABARZON,Rice,89.13,265.8,28.0,52.02,59.28,Yes,7
2024-11-20,Cagayan Valley,Sugarcane,44.58,75.6,35.5,33.81,56.42,No,6
2024-01-07,Ilocos Region,Coffee,60.46,157.2,32.5,34.76,61.51,Yes,5
2024-07-31,Western Visayas,Banana,50.04,113.4,32.4,49.81,44.55,No,10
2025-03-19,Zamboanga Peninsula,Pineapple,36.34,51.1,30.5,37.64,70.43,No,1
2024-04-12,Ilocos Region,Pineapple,34.7,254.8,33.5,40.35,53.07,Yes,8
2024-02-15,Cagayan Valley,Mango,84.98,151.5,29.1,40.53,47.75,No,4
2024-11-16,Bicol Region,Tomato,75.78,285.8,35.7,37.35,40.42,Yes,2
2023-05-24,Central Visayas,Coconut,89.83,269.1,27.3,35.67,45.69,Yes,5
2023-06-09,Zamboanga Peninsula,Garlic,79.46,225.8,32.4,48.32,70.13,Yes,7
2024-09-05,Zamboanga Peninsula,Tomato,63.71,207.6,32.6,52.85,69.03,No,7
2024-12-18,SOCCSKSARGEN,Rice,45.93,132.2,27.2,58.76,61.99,No,10
2024-11-14,Cagayan Valley,Coconut,83.24,186.8,29.3,46.95,59.66,Yes,4
2023-06-01,Zamboanga Peninsula,Banana,75.37,247.1,32.8,46.15,65.19,Yes,4
2024-07-06,Ilocos Region,Tobacco,74.03,103.7,33.1,31.5,66.28,Yes,1
2024-01-21,Davao Region,Coffee,48.32,265.8,32.5,55.42,66.98,No,9
2024-08-14,Bicol Region,Mango,75.67,108.6,26.6,44.81,45.3,No,4
2023-12-09,Northern Mindanao,Rice,67.43,158.5,31.9,44.17,40.35,Yes,5
2024-01-24,Central Luzon,Pineapple,72.53,158.9,29.3,43.58,47.1,No,10
2024-02-28,Central Luzon,Tomato,91.51,243.2,27.5,58.09,72.22,Yes,7
2023-08-06,Ilocos Region,Pineapple,54.16,223.0,26.9,45.41,45.05,Yes,10
2024-02-23,Eastern Visayas,Coconut,57.58,287.6,31.7,56.84,52.85,No,6
2024-07-05,SOCCSKSARGEN,Mango,55.69,69.0,27.2,51.73,66.43,No,5
2024-07-06,Western Visayas,Garlic,84.06,101.9,31.8,55.91,71.45,Yes,9
2023-07-26,Zamboanga Peninsula,Onion,35.14,256.3,34.2,45.71,63.79,No,7
2024-01-04,Central Visayas,Tomato,48.14,98.1,26.9,32.79,46.4,No,9
2023-11-08,Ilocos Region,Coffee,78.03,269.2,28.7,33.99,55.33,No,5
2023-11-14,Central Visayas,Sugarcane,95.52,104.7,32.5,42.56,63.94,No,10
2024-12-24,Eastern Visayas,Coffee,53.48,212.0,30.4,56.57,72.96,Yes,6
2023-08-02,Davao Region,Banana,73.83,283.3,28.2,39.45,50.56,Yes,5
2024-07-05,Eastern Visayas,Corn,64.84,160.0,27.6,50.77,41.69,No,3
2023-06-03,Ilocos Region,Coffee,36.54,239.7,26.6,46.94,53.56,Yes,6
2025-04-14,Zamboanga Peninsula,Pineapple,85.37,183.5,29.3,40.58,58.83,Yes,4
2024-09-18,Central Visayas,Tobacco,40.24,187.2,34.1,57.98,43.83,No,10
2024-07-11,Eastern Visayas,Garlic,40.2,73.7,31.4,54.52,61.58,No,5
2023-11-18,SOCCSKSARGEN,Rice,40.9,139.6,34.6,59.94,58.17,No,4
2024-06-11,Cagayan Valley,Corn,62.39,268.3,31.4,32.77,45.17,No,5
2024-07-09,Northern Mindanao,Pineapple,88.7,160.3,33.1,49.48,61.75,Yes,6
2024-12-04,Davao Region,Tomato,91.11,191.1,26.4,55.93,42.69,Yes,1
2024-10-20,Central Luzon,Banana,54.66,109.3,33.7,41.24,61.91,No,8
2024-02-17,Central Luzon,Tobacco,94.81,123.7,35.8,45.52,61.63,No,1
2024-01-01,Bicol Region,Tobacco,99.82,205.9,33.4,45.22,74.69,Yes,7
2023-12-15,Eastern Visayas,Banana,77.24,184.9,31.6,45.78,72.23,Yes,7
2024-07-03,Bicol Region,Coconut,38.44,83.2,28.4,32.43,65.33,Yes,9
2024-05-18,Zamboanga Peninsula,Pineapple,38.25,163.7,29.4,34.06,64.69,No,6
2024-02-03,Western Visayas,Garlic,44.79,181.3,30.6,52.71,57.12,Yes,5
2024-12-08,Ilocos Region,Mango,98.96,258.1,31.6,49.27,69.22,Yes,9
2024-10-06,Eastern Visayas,Banana,71.7,219.8,26.2,32.73,66.18,No,6
2023-05-28,Northern Mindanao,Sugarcane,49.45,290.4,35.5,40.4,62.59,Yes,9
2024-06-24,CALABARZON,Tomato,72.46,103.6,34.7,44.84,41.72,Yes,10
2023-05-10,Eastern Visayas,Coconut,54.94,85.2,30.5,54.84,52.85,Yes,1
2025-01-14,Central Visayas,Banana,98.64,63.6,35.9,32.86,74.48,Yes,5
2024-11-24,Central Luzon,Coffee,88.38,141.0,27.7,42.61,65.68,No,9
2023-12-01,Northern Mindanao,Pineapple,52.66,68.8,34.9,32.06,62.23,No,8
2025-02-09,Cagayan Valley,Coffee,72.08,144.8,32.3,54.24,67.67,No,2
2025-03-01,Zamboanga Peninsula,Garlic,72.24,66.4,33.7,38.82,68.8,No,1
